"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Volume of Sales","2020","Kilkenny","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","93"
"Volume of Sales","2020","Kilkenny","Existing","Filings","Non-Household Buyer","All Sale Types","Number","117"
"Volume of Sales","2020","Kilkenny","Existing","Executions","Household Buyer - All","All Sale Types","Number","655"
"Volume of Sales","2020","Kilkenny","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","167"
"Volume of Sales","2020","Kilkenny","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","396"
"Volume of Sales","2020","Kilkenny","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","92"
"Volume of Sales","2020","Kilkenny","Existing","Executions","Non-Household Buyer","All Sale Types","Number","115"
"Volume of Sales","2020","Laois","New","Filings","Household Buyer - All","All Sale Types","Number","107"
"Volume of Sales","2020","Laois","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","68"
"Volume of Sales","2020","Laois","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","38"
"Volume of Sales","2020","Laois","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","1"
"Volume of Sales","2020","Laois","New","Filings","Non-Household Buyer","All Sale Types","Number","64"
"Volume of Sales","2020","Laois","New","Executions","Household Buyer - All","All Sale Types","Number","113"
"Volume of Sales","2020","Laois","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","72"
"Volume of Sales","2020","Laois","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","40"
"Volume of Sales","2020","Laois","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","1"
"Volume of Sales","2020","Laois","New","Executions","Non-Household Buyer","All Sale Types","Number","64"
"Volume of Sales","2020","Laois","Existing","Filings","Household Buyer - All","All Sale Types","Number","607"
"Volume of Sales","2020","Laois","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","174"
"Volume of Sales","2020","Laois","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","356"
"Volume of Sales","2020","Laois","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","77"
"Volume of Sales","2020","Laois","Existing","Filings","Non-Household Buyer","All Sale Types","Number","114"
"Volume of Sales","2020","Laois","Existing","Executions","Household Buyer - All","All Sale Types","Number","602"
"Volume of Sales","2020","Laois","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","171"
"Volume of Sales","2020","Laois","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","360"
"Volume of Sales","2020","Laois","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","71"
"Volume of Sales","2020","Laois","Existing","Executions","Non-Household Buyer","All Sale Types","Number","114"
"Volume of Sales","2020","Longford","New","Filings","Household Buyer - All","All Sale Types","Number","11"
"Volume of Sales","2020","Longford","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","4"
"Volume of Sales","2020","Longford","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","7"
"Volume of Sales","2020","Longford","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","0"
"Volume of Sales","2020","Longford","New","Filings","Non-Household Buyer","All Sale Types","Number","33"
"Volume of Sales","2020","Longford","New","Executions","Household Buyer - All","All Sale Types","Number","8"
"Volume of Sales","2020","Longford","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","3"
"Volume of Sales","2020","Longford","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","5"
"Volume of Sales","2020","Longford","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","0"
"Volume of Sales","2020","Longford","New","Executions","Non-Household Buyer","All Sale Types","Number","35"
"Volume of Sales","2020","Longford","Existing","Filings","Household Buyer - All","All Sale Types","Number","355"
"Volume of Sales","2020","Longford","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","78"
"Volume of Sales","2020","Longford","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","199"
"Volume of Sales","2020","Longford","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","78"
"Volume of Sales","2020","Longford","Existing","Filings","Non-Household Buyer","All Sale Types","Number","58"
"Volume of Sales","2020","Longford","Existing","Executions","Household Buyer - All","All Sale Types","Number","353"
"Volume of Sales","2020","Longford","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","75"
"Volume of Sales","2020","Longford","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","195"
"Volume of Sales","2020","Longford","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","83"
"Volume of Sales","2020","Longford","Existing","Executions","Non-Household Buyer","All Sale Types","Number","60"
"Volume of Sales","2020","Louth","New","Filings","Household Buyer - All","All Sale Types","Number","218"
"Volume of Sales","2020","Louth","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","124"
"Volume of Sales","2020","Louth","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","82"
"Volume of Sales","2020","Louth","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","12"
"Volume of Sales","2020","Louth","New","Filings","Non-Household Buyer","All Sale Types","Number","117"
"Volume of Sales","2020","Louth","New","Executions","Household Buyer - All","All Sale Types","Number","217"
"Volume of Sales","2020","Louth","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","120"
"Volume of Sales","2020","Louth","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","84"
"Volume of Sales","2020","Louth","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","13"
"Volume of Sales","2020","Louth","New","Executions","Non-Household Buyer","All Sale Types","Number","112"
"Volume of Sales","2020","Louth","Existing","Filings","Household Buyer - All","All Sale Types","Number","983"
"Volume of Sales","2020","Louth","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","215"
"Volume of Sales","2020","Louth","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","605"
"Volume of Sales","2020","Louth","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","163"
"Volume of Sales","2020","Louth","Existing","Filings","Non-Household Buyer","All Sale Types","Number","238"
"Volume of Sales","2020","Louth","Existing","Executions","Household Buyer - All","All Sale Types","Number","989"
"Volume of Sales","2020","Louth","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","215"
"Volume of Sales","2020","Louth","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","607"
"Volume of Sales","2020","Louth","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","167"
"Volume of Sales","2020","Louth","Existing","Executions","Non-Household Buyer","All Sale Types","Number","267"
"Volume of Sales","2020","Meath","New","Filings","Household Buyer - All","All Sale Types","Number","791"
"Volume of Sales","2020","Meath","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","483"
"Volume of Sales","2020","Meath","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","301"
"Volume of Sales","2020","Meath","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","7"
"Volume of Sales","2020","Meath","New","Filings","Non-Household Buyer","All Sale Types","Number","158"
"Volume of Sales","2020","Meath","New","Executions","Household Buyer - All","All Sale Types","Number","800"
"Volume of Sales","2020","Meath","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","488"
"Volume of Sales","2020","Meath","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","305"
"Volume of Sales","2020","Meath","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","7"
"Volume of Sales","2020","Meath","New","Executions","Non-Household Buyer","All Sale Types","Number","158"
"Volume of Sales","2020","Meath","Existing","Filings","Household Buyer - All","All Sale Types","Number","1382"
"Volume of Sales","2020","Meath","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","369"
"Volume of Sales","2020","Meath","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","872"
"Volume of Sales","2020","Meath","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","141"
"Volume of Sales","2020","Meath","Existing","Filings","Non-Household Buyer","All Sale Types","Number","153"
"Volume of Sales","2020","Meath","Existing","Executions","Household Buyer - All","All Sale Types","Number","1382"
"Volume of Sales","2020","Meath","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","375"
"Volume of Sales","2020","Meath","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","878"
"Volume of Sales","2020","Meath","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","129"
"Volume of Sales","2020","Meath","Existing","Executions","Non-Household Buyer","All Sale Types","Number","158"
"Volume of Sales","2020","Offaly","New","Filings","Household Buyer - All","All Sale Types","Number","39"
"Volume of Sales","2020","Offaly","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","22"
"Volume of Sales","2020","Offaly","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","16"
"Volume of Sales","2020","Offaly","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","1"
"Volume of Sales","2020","Offaly","New","Filings","Non-Household Buyer","All Sale Types","Number","14"
"Volume of Sales","2020","Offaly","New","Executions","Household Buyer - All","All Sale Types","Number","41"
"Volume of Sales","2020","Offaly","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","22"
"Volume of Sales","2020","Offaly","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","18"
"Volume of Sales","2020","Offaly","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","1"
"Volume of Sales","2020","Offaly","New","Executions","Non-Household Buyer","All Sale Types","Number","14"
"Volume of Sales","2020","Offaly","Existing","Filings","Household Buyer - All","All Sale Types","Number","557"
"Volume of Sales","2020","Offaly","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","145"
"Volume of Sales","2020","Offaly","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","322"
"Volume of Sales","2020","Offaly","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","90"
"Volume of Sales","2020","Offaly","Existing","Filings","Non-Household Buyer","All Sale Types","Number","99"
"Volume of Sales","2020","Offaly","Existing","Executions","Household Buyer - All","All Sale Types","Number","574"
"Volume of Sales","2020","Offaly","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","146"
"Volume of Sales","2020","Offaly","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","334"
